指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"19,313.46",-,371.69,-1.89,
發行量加權股價指數,"16,893.73",-,319.14,-1.85,
臺灣公司治理100指數,"9,550.89",-,174.08,-1.79,
臺灣50指數,"12,659.39",-,185.53,-1.44,
臺灣50權重上限30%指數,"11,891.57",-,190.38,-1.58,
臺灣中型100指數,"16,896.82",-,608.28,-3.47,
臺灣資訊科技指數,"23,321.19",-,479.19,-2.01,
臺灣發達指數,"10,022.39",-,163.16,-1.60,
臺灣高股息指數,"8,070.72",-,255.97,-3.07,
臺灣就業99指數,"11,140.33",-,242.23,-2.13,
臺灣高薪100指數,"9,272.25",-,196.37,-2.07,
未含金融指數,"14,594.89",-,279.91,-1.88,
未含電子指數,"18,422.40",-,223.09,-1.20,
未含金融電子指數,"15,112.47",-,150.99,-0.99,
小型股300指數,"9,677.31",-,167.84,-1.70,
水泥窯製類指數,638.47,-,6.61,-1.02,
塑膠化工類指數,825.18,-,9.13,-1.09,
機電類指數,"4,606.23",-,102.58,-2.18,
水泥類指數,165.44,-,1.36,-0.82,
食品類指數,"2,099.12",-,15.79,-0.75,
塑膠類指數,229.85,-,2.28,-0.98,
紡織纖維類指數,601.36,-,5.08,-0.84,
電機機械類指數,310.20,-,4.32,-1.37,
電器電纜類指數,110.78,+,2.91,2.70,
化學生技醫療類指數,128.41,-,1.92,-1.47,
化學類指數,154.32,-,1.16,-0.75,
生技醫療類指數,72.78,-,1.67,-2.24,
玻璃陶瓷類指數,56.10,-,1.32,-2.30,
造紙類指數,397.89,-,3.22,-0.80,
鋼鐵類指數,142.60,+,0.51,0.36,
橡膠類指數,241.79,-,1.51,-0.62,
汽車類指數,414.11,-,8.83,-2.09,
電子工業類指數,820.12,-,18.79,-2.24,
半導體類指數,373.90,-,5.09,-1.34,
電腦及週邊設備類指數,232.35,-,16.49,-6.63,
光電類指數,37.28,-,0.70,-1.84,
通信網路類指數,136.14,-,2.38,-1.72,
電子零組件類指數,192.18,-,4.47,-2.27,
電子通路類指數,178.26,-,2.55,-1.41,
資訊服務類指數,179.58,-,3.71,-2.02,
其他電子類指數,105.23,-,2.73,-2.53,
建材營造類指數,379.39,-,2.48,-0.65,
航運類指數,145.19,-,1.26,-0.86,
觀光餐旅類指數,139.90,-,2.71,-1.90,
金融保險類指數,"1,686.72",-,28.21,-1.64,
貿易百貨類指數,291.60,-,0.67,-0.23,
油電燃氣類指數,107.40,-,1.84,-1.68,
綠能環保類指數,93.04,-,0.38,-0.41,
數位雲端類指數,86.74,-,1.67,-1.89,
運動休閒類指數,98.99,-,2.22,-2.19,
居家生活類指數,94.59,-,2.41,-2.48,
其他類指數,377.61,-,3.05,-0.80,
臺指日報酬兩倍指數,"35,338.31",-,"1,360.86",-3.71,
臺指反向一倍指數,"4,010.73",+,73.01,1.85,
電子類兩倍槓桿指數,"36,307.89",-,"1,702.73",-4.48,
電子類反向指數,"3,436.75",+,75.29,2.24,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,179.98",-,88.83,-2.08,
臺灣中小型公司治理指數,"8,505.24",-,238.69,-2.73,
臺灣IPO指數,"4,793.38",-,145.56,-2.95,
智慧中立指數,"3,272.16",+,29.97,0.92,
臺灣5G指數,"8,084.52",-,123.39,-1.50,
臺灣企業社會責任中小型指數,"10,445.41",-,267.62,-2.50,
特選臺灣電動車代表指數,"8,966.60",-,435.05,-4.63,
臺灣5G+通訊指數,"6,688.85",-,180.30,-2.62,
臺灣全市場指數,"5,747.37",-,110.05,-1.88,
臺灣全市場半導體指數,"5,280.33",-,96.15,-1.79,
臺灣智慧移動與電動車指數,"4,485.65",-,126.94,-2.75,
特選小資高價30指數,"5,190.99",-,120.76,-2.27,
特選臺灣綠能及電動車指數,"5,337.14",-,153.13,-2.79,
特選臺灣智能車供應鏈聯盟指數,"4,900.73",-,118.71,-2.37,
